transaction_id,user_id,amount,points_earned,transaction_datetime,transaction_type
9387,2325,647,1294,2024-05-26 05:46:08,Earned
9388,2325,382,764,2024-06-18 08:44:34,Earned
9389,2325,1731,3462,2025-02-26 12:40:53,Earned
9390,2325,412,0,2024-07-10 11:31:23,Redeemed
9391,2325,344,688,2024-09-01 17:29:46,Earned
9392,2326,0,500,2024-09-30 01:50:14,Signup Bonus
9393,2326,1011,2022,2024-08-26 13:05:36,Earned
9394,2327,0,500,2024-11-21 22:52:54,Signup Bonus
9395,2327,110,0,2024-05-13 11:07:53,Redeemed
9396,2327,1997,3994,2024-05-23 09:23:43,Earned
9397,2327,140,280,2024-10-02 14:49:53,Earned
9398,2327,436,0,2024-05-22 23:55:30,Redeemed
9399,2328,0,500,2024-08-07 05:06:45,Signup Bonus
9400,2328,644,1288,2024-12-03 15:33:16,Earned
9401,2328,1762,3524,2024-12-04 00:11:47,Earned
9402,2328,435,0,2024-11-08 23:14:24,Redeemed
9403,2328,421,842,2024-11-11 21:45:16,Earned
9404,2328,125,250,2024-08-04 10:41:35,Earned
9405,2329,0,500,2024-03-11 21:00:53,Signup Bonus
9406,2329,360,720,2024-09-17 01:21:07,Earned
9407,2330,0,500,2024-11-05 08:23:04,Signup Bonus
9408,2330,267,0,2025-02-24 14:27:43,Redeemed
9409,2330,418,0,2025-02-04 20:43:24,Redeemed
9410,2331,0,500,2024-09-10 02:51:29,Signup Bonus
9411,2331,1365,2730,2024-04-14 17:24:11,Earned
9412,2331,1922,3844,2025-01-31 04:40:43,Earned
9413,2332,0,500,2024-04-10 00:04:10,Signup Bonus
9414,2332,1246,2492,2024-10-10 01:56:29,Earned
9415,2332,220,0,2024-08-23 22:12:16,Redeemed
9416,2332,254,0,2024-05-02 16:24:29,Redeemed
9417,2333,0,500,2024-05-29 13:39:14,Signup Bonus
9418,2333,1598,3196,2024-11-18 12:06:19,Earned
9419,2333,487,0,2024-04-20 00:11:34,Redeemed
9420,2334,0,500,2025-01-03 16:53:13,Signup Bonus
9421,2334,142,0,2024-11-22 02:34:17,Redeemed
9422,2334,1214,2428,2024-03-21 22:10:14,Earned
9423,2334,125,0,2024-07-30 10:25:40,Redeemed
9424,2334,290,0,2024-07-13 04:58:08,Redeemed
9425,2335,0,500,2024-09-14 11:27:07,Signup Bonus
9426,2335,100,0,2024-09-08 00:21:29,Redeemed
9427,2335,375,750,2024-08-26 00:11:39,Earned
9428,2335,557,1114,2024-09-20 02:58:11,Earned
9429,2336,0,500,2025-01-19 15:53:20,Signup Bonus
9430,2336,473,946,2024-04-17 18:34:35,Earned
9431,2336,657,1314,2024-03-31 16:43:36,Earned
9432,2336,496,0,2024-09-25 03:54:46,Redeemed
9433,2336,1299,2598,2024-09-04 14:10:24,Earned
9434,2336,198,0,2024-06-27 23:42:37,Redeemed
9435,2337,0,500,2024-09-04 12:19:10,Signup Bonus
9436,2337,1215,2430,2024-04-05 02:43:33,Earned
9437,2337,1741,3482,2024-03-22 22:59:43,Earned
9438,2337,151,0,2024-04-03 05:41:51,Redeemed
9439,2337,462,0,2024-12-10 16:39:06,Redeemed
9440,2337,468,0,2025-01-22 16:43:54,Redeemed
9441,2338,0,500,2025-01-21 05:44:25,Signup Bonus
9442,2338,963,1926,2025-02-16 15:15:21,Earned
9443,2338,1844,3688,2025-02-23 06:21:34,Earned
9444,2339,0,500,2024-07-14 08:48:23,Signup Bonus
9445,2339,293,0,2024-10-18 17:32:30,Redeemed
9446,2339,1802,3604,2024-08-27 00:27:58,Earned
9447,2339,547,1094,2024-11-21 08:52:27,Earned
9448,2339,855,1710,2024-11-14 01:26:09,Earned
9449,2340,0,500,2025-02-02 16:25:23,Signup Bonus
9450,2340,670,1340,2024-05-19 16:22:39,Earned
9451,2340,292,0,2024-09-13 19:24:14,Redeemed
9452,2340,1399,2798,2024-08-09 23:10:20,Earned
9453,2341,0,500,2024-05-12 20:13:23,Signup Bonus
9454,2341,1849,3698,2024-06-26 16:56:25,Earned
9455,2341,963,1926,2024-07-15 16:24:13,Earned
9456,2341,353,0,2024-08-13 11:30:57,Redeemed
9457,2342,0,500,2024-05-21 12:44:52,Signup Bonus
9458,2342,1924,3848,2025-01-02 22:13:19,Earned
9459,2342,181,0,2024-03-08 04:37:29,Redeemed
9460,2343,0,500,2024-07-30 02:43:16,Signup Bonus
9461,2343,185,370,2025-01-23 21:02:16,Earned
9462,2343,115,0,2024-05-23 08:21:39,Redeemed
9463,2343,392,0,2024-12-22 19:09:35,Redeemed
9464,2344,0,500,2024-04-05 09:01:41,Signup Bonus
9465,2344,1538,3076,2024-11-20 08:48:40,Earned
9466,2344,614,1228,2024-08-23 04:50:14,Earned
9467,2344,412,0,2024-06-03 09:20:22,Redeemed
9468,2344,442,0,2024-03-11 16:48:16,Redeemed
9469,2344,804,1608,2024-05-22 00:56:32,Earned
9470,2345,0,500,2024-05-20 10:12:57,Signup Bonus
9471,2345,1176,2352,2024-12-12 11:59:00,Earned
9472,2345,113,0,2024-03-25 13:38:10,Redeemed
9473,2345,389,0,2025-01-02 01:25:44,Redeemed
9474,2345,183,0,2024-10-16 22:47:05,Redeemed
9475,2345,653,1306,2024-09-18 23:20:07,Earned
9476,2346,0,500,2025-01-16 10:24:30,Signup Bonus
9477,2346,452,0,2024-05-12 01:58:54,Redeemed
9478,2346,293,0,2024-03-31 18:31:48,Redeemed
9479,2346,291,582,2024-09-11 13:03:46,Earned
9480,2346,263,0,2024-07-01 14:39:10,Redeemed
9481,2346,1744,3488,2024-04-30 01:45:36,Earned
9482,2347,0,500,2024-05-04 18:50:22,Signup Bonus
9483,2347,143,0,2024-10-10 18:01:06,Redeemed
9484,2347,170,0,2025-01-15 09:16:31,Redeemed
9485,2347,308,0,2024-12-01 15:10:58,Redeemed
9486,2348,0,500,2024-09-20 11:44:58,Signup Bonus
9487,2348,433,0,2024-11-03 13:27:06,Redeemed
9488,2349,0,500,2025-02-01 01:54:25,Signup Bonus
9489,2349,214,0,2024-04-03 01:20:46,Redeemed
9490,2349,388,0,2024-08-30 06:38:45,Redeemed
9491,2349,406,0,2025-02-22 18:13:03,Redeemed
9492,2350,0,500,2024-07-30 03:50:31,Signup Bonus
9493,2350,1270,2540,2025-01-14 19:32:37,Earned
9494,2350,269,538,2025-01-16 23:57:04,Earned
9495,2350,255,510,2024-04-15 16:58:42,Earned
9496,2350,317,0,2024-11-06 08:12:27,Redeemed
9497,2350,345,0,2024-05-12 21:22:17,Redeemed
9498,2351,0,500,2025-01-16 09:51:59,Signup Bonus
9499,2351,382,0,2024-04-07 20:30:36,Redeemed
9500,2351,443,886,2024-10-31 03:30:34,Earned
9501,2352,0,500,2025-01-12 17:40:22,Signup Bonus
9502,2352,495,0,2024-12-28 07:24:48,Redeemed
9503,2352,241,0,2024-07-25 10:29:55,Redeemed
9504,2352,527,1054,2024-03-08 18:38:58,Earned
9505,2353,0,500,2024-05-26 07:04:26,Signup Bonus
9506,2353,1180,2360,2025-01-09 02:44:07,Earned
9507,2354,0,500,2024-11-22 16:51:10,Signup Bonus
9508,2354,262,0,2024-07-03 19:42:43,Redeemed
9509,2354,305,0,2025-01-28 07:58:37,Redeemed
9510,2354,188,0,2024-11-28 21:49:34,Redeemed
9511,2355,0,500,2024-08-21 16:09:23,Signup Bonus
9512,2355,1495,2990,2024-12-03 14:39:32,Earned
9513,2355,1998,3996,2024-09-15 00:14:55,Earned
9514,2355,1276,2552,2025-01-02 17:10:17,Earned
9515,2356,0,500,2025-01-11 22:08:13,Signup Bonus
9516,2356,1010,2020,2024-05-14 01:20:23,Earned
9517,2356,1992,3984,2024-12-21 13:15:37,Earned
9518,2356,856,1712,2025-01-29 07:13:53,Earned
9519,2356,470,0,2024-10-15 09:45:10,Redeemed
9520,2356,196,0,2024-07-10 13:45:42,Redeemed
9521,2357,0,500,2024-12-03 16:46:42,Signup Bonus
9522,2357,413,0,2024-12-22 08:19:00,Redeemed
9523,2357,288,0,2024-07-31 11:02:25,Redeemed
9524,2358,0,500,2024-04-13 14:29:04,Signup Bonus
9525,2358,1472,2944,2024-08-03 09:19:38,Earned
9526,2358,751,1502,2024-10-03 03:42:08,Earned
9527,2359,0,500,2024-03-12 00:35:52,Signup Bonus
9528,2359,335,670,2024-10-30 00:21:10,Earned
9529,2359,639,1278,2024-06-08 16:14:12,Earned
9530,2359,862,1724,2025-01-04 10:07:16,Earned
9531,2360,0,500,2025-01-23 16:19:23,Signup Bonus
9532,2360,780,1560,2025-01-02 06:57:59,Earned
9533,2360,233,0,2024-04-22 02:41:16,Redeemed
9534,2360,1410,2820,2024-12-23 04:36:41,Earned
9535,2361,0,500,2024-09-30 07:11:24,Signup Bonus
9536,2361,583,1166,2024-11-29 10:03:43,Earned
9537,2361,443,0,2024-12-13 23:48:04,Redeemed
9538,2361,754,1508,2024-05-08 18:35:21,Earned
9539,2361,599,1198,2024-08-01 10:23:36,Earned
9540,2362,0,500,2024-07-18 03:40:02,Signup Bonus
9541,2362,992,1984,2024-08-12 15:29:57,Earned
9542,2362,404,0,2024-10-19 10:45:53,Redeemed
9543,2362,109,0,2024-08-01 09:03:42,Redeemed
9544,2362,573,1146,2024-03-23 08:49:42,Earned
9545,2362,226,0,2024-12-14 12:26:15,Redeemed
9546,2363,0,500,2024-08-31 19:05:04,Signup Bonus
9547,2363,450,0,2024-07-01 10:42:28,Redeemed
9548,2363,455,0,2024-12-15 11:15:41,Redeemed
9549,2363,415,0,2024-11-02 08:47:42,Redeemed
9550,2363,317,0,2024-09-16 20:53:23,Redeemed
9551,2363,371,0,2025-03-03 15:08:21,Redeemed
9552,2364,0,500,2024-04-19 08:45:20,Signup Bonus
9553,2364,1867,3734,2024-11-20 20:35:30,Earned
9554,2364,282,0,2024-06-17 01:54:47,Redeemed
9555,2365,0,500,2024-11-20 05:36:08,Signup Bonus
9556,2365,147,0,2025-02-09 17:18:03,Redeemed
9557,2365,529,1058,2025-01-03 03:34:44,Earned
9558,2365,1344,2688,2024-09-21 03:26:09,Earned
9559,2365,118,0,2024-11-02 12:04:15,Redeemed
9560,2366,0,500,2025-01-31 06:50:48,Signup Bonus
9561,2366,343,0,2025-02-24 10:28:48,Redeemed
9562,2366,132,0,2025-02-18 14:34:32,Redeemed
9563,2366,114,0,2025-01-17 15:22:58,Redeemed
9564,2366,1469,2938,2025-01-06 02:34:31,Earned
9565,2367,0,500,2025-01-16 03:46:02,Signup Bonus
9566,2367,480,960,2024-05-29 22:34:51,Earned
9567,2367,452,0,2024-03-10 14:25:58,Redeemed
9568,2367,339,0,2025-01-17 19:23:28,Redeemed
9569,2368,0,500,2024-10-23 06:23:24,Signup Bonus
9570,2368,1741,3482,2024-09-08 15:53:23,Earned
9571,2369,0,500,2024-10-22 15:01:27,Signup Bonus
9572,2369,136,0,2025-01-23 18:06:57,Redeemed
9573,2369,703,1406,2024-12-21 19:31:34,Earned
9574,2369,455,0,2024-04-16 03:34:07,Redeemed
9575,2369,1096,2192,2024-10-18 18:05:02,Earned
9576,2370,0,500,2025-01-05 23:23:45,Signup Bonus
9577,2370,1920,3840,2024-07-04 22:45:31,Earned
9578,2371,0,500,2024-11-16 14:39:25,Signup Bonus
9579,2371,1001,2002,2024-12-15 10:19:11,Earned
9580,2371,360,0,2024-09-07 22:37:18,Redeemed
9581,2372,0,500,2024-06-30 11:58:18,Signup Bonus
9582,2372,1721,3442,2024-12-08 11:26:24,Earned
9583,2372,1311,2622,2025-02-03 11:44:34,Earned
9584,2372,236,0,2024-11-26 11:39:35,Redeemed
9585,2372,215,430,2024-07-21 09:40:11,Earned
9586,2372,675,1350,2024-11-19 02:16:26,Earned
9587,2373,0,500,2024-06-07 08:12:07,Signup Bonus
9588,2373,175,0,2024-06-04 06:50:38,Redeemed
9589,2373,357,0,2024-05-29 03:58:14,Redeemed
9590,2374,0,500,2024-12-13 23:28:35,Signup Bonus
9591,2374,174,0,2025-01-10 05:53:46,Redeemed
9592,2374,233,0,2024-06-10 23:01:06,Redeemed
9593,2375,0,500,2024-11-25 01:05:24,Signup Bonus
9594,2375,1722,3444,2024-07-28 07:43:56,Earned
9595,2376,0,500,2024-09-23 05:35:28,Signup Bonus
9596,2376,295,590,2024-05-31 08:04:48,Earned
9597,2376,694,1388,2024-06-19 15:08:07,Earned
9598,2377,0,500,2024-09-11 10:08:58,Signup Bonus
9599,2377,1594,3188,2025-01-09 16:34:25,Earned
9600,2377,1698,3396,2024-04-25 22:49:39,Earned
9601,2377,477,0,2024-06-04 01:28:22,Redeemed
9602,2377,312,624,2025-01-01 01:02:31,Earned
9603,2377,362,0,2024-06-04 05:13:39,Redeemed
9604,2378,0,500,2024-10-11 16:10:45,Signup Bonus
9605,2378,1989,3978,2024-08-22 14:03:45,Earned
9606,2379,0,500,2024-06-11 08:24:15,Signup Bonus
9607,2379,1239,2478,2024-06-18 14:53:45,Earned
9608,2380,0,500,2024-07-19 00:42:08,Signup Bonus
9609,2380,175,350,2024-06-21 10:24:25,Earned
9610,2381,0,500,2024-10-30 01:52:59,Signup Bonus
9611,2381,293,0,2024-08-29 23:47:03,Redeemed
9612,2381,1997,3994,2024-08-06 14:52:49,Earned
9613,2381,493,0,2024-08-28 07:15:52,Redeemed
9614,2382,0,500,2024-12-02 15:19:04,Signup Bonus
9615,2382,1080,2160,2024-07-16 11:06:22,Earned
9616,2382,146,0,2024-05-28 19:04:03,Redeemed
9617,2382,895,1790,2024-09-08 03:15:57,Earned
9618,2382,1873,3746,2024-11-14 14:37:07,Earned
9619,2383,0,500,2024-10-23 10:30:03,Signup Bonus
9620,2383,218,0,2024-08-11 21:02:48,Redeemed
9621,2383,476,0,2024-06-01 03:41:30,Redeemed
9622,2383,258,0,2025-01-20 15:49:43,Redeemed
9623,2383,1798,3596,2025-01-20 05:19:12,Earned
9624,2383,493,0,2024-06-24 04:40:14,Redeemed
9625,2384,0,500,2024-09-05 02:24:47,Signup Bonus
9626,2384,218,0,2024-11-11 17:37:55,Redeemed
9627,2384,300,0,2024-06-11 10:17:08,Redeemed
9628,2384,1825,3650,2024-06-18 17:20:28,Earned
9629,2384,1001,2002,2024-04-08 11:04:32,Earned
9630,2385,0,500,2024-06-06 03:44:21,Signup Bonus
9631,2385,814,1628,2024-08-21 15:53:32,Earned
9632,2385,488,0,2024-06-26 08:12:29,Redeemed
9633,2385,426,0,2024-06-10 09:43:59,Redeemed
9634,2385,240,0,2024-11-05 19:30:11,Redeemed
9635,2385,235,0,2024-04-02 11:12:20,Redeemed
9636,2386,0,500,2024-03-28 06:50:42,Signup Bonus
9637,2386,1145,2290,2024-05-13 03:53:56,Earned
9638,2386,643,1286,2024-11-15 16:37:00,Earned
9639,2386,1752,3504,2024-12-05 12:52:38,Earned
9640,2386,978,1956,2025-01-13 08:27:43,Earned
9641,2386,440,880,2024-05-20 06:39:59,Earned
9642,2387,0,500,2024-09-04 10:56:54,Signup Bonus
9643,2387,116,0,2024-12-22 16:32:28,Redeemed
9644,2387,204,0,2024-12-24 02:33:39,Redeemed
9645,2387,1616,3232,2024-11-16 20:51:57,Earned
9646,2387,484,0,2024-07-18 12:47:18,Redeemed
9647,2388,0,500,2024-08-29 14:57:58,Signup Bonus
9648,2388,492,0,2024-04-10 00:19:54,Redeemed
9649,2388,222,0,2024-07-27 21:47:06,Redeemed
9650,2388,1697,3394,2024-04-08 02:07:52,Earned
9651,2388,376,0,2024-09-07 01:15:08,Redeemed
9652,2388,210,0,2024-10-16 16:58:39,Redeemed
9653,2389,0,500,2024-06-20 22:50:33,Signup Bonus
9654,2389,985,1970,2024-11-14 07:27:19,Earned
9655,2389,770,1540,2024-09-02 13:59:25,Earned
9656,2390,0,500,2024-12-07 11:48:07,Signup Bonus
9657,2390,616,1232,2024-11-06 17:07:30,Earned
9658,2390,321,0,2025-02-17 14:34:36,Redeemed
9659,2390,1235,2470,2024-05-16 05:07:29,Earned
9660,2390,205,0,2024-04-19 00:20:57,Redeemed
9661,2391,0,500,2024-12-10 22:03:22,Signup Bonus
9662,2391,464,0,2024-10-31 06:01:51,Redeemed
9663,2391,972,1944,2024-05-10 21:11:41,Earned
9664,2391,150,300,2024-09-23 09:11:37,Earned
9665,2391,1950,3900,2024-09-26 07:30:45,Earned
9666,2391,270,0,2024-04-11 20:47:14,Redeemed
9667,2392,0,500,2024-05-11 04:30:25,Signup Bonus
9668,2392,780,1560,2024-04-14 10:14:10,Earned
9669,2392,296,592,2024-12-24 08:58:11,Earned
9670,2392,462,0,2024-11-24 11:59:00,Redeemed
9671,2392,500,0,2024-04-01 18:24:34,Redeemed
9672,2392,635,1270,2024-10-13 19:50:46,Earned
9673,2393,0,500,2024-12-21 06:04:37,Signup Bonus
9674,2393,491,0,2024-05-11 08:49:38,Redeemed
9675,2393,1018,2036,2025-02-03 09:50:32,Earned
9676,2393,638,1276,2024-03-11 19:39:33,Earned
9677,2393,251,0,2024-03-21 09:10:21,Redeemed
9678,2393,1729,3458,2025-01-30 09:26:25,Earned
9679,2394,0,500,2024-05-23 17:27:07,Signup Bonus
9680,2394,332,664,2024-07-23 15:44:04,Earned
9681,2394,416,0,2024-04-21 11:35:15,Redeemed
9682,2394,1714,3428,2024-12-05 12:38:48,Earned
9683,2394,1533,3066,2024-07-05 13:14:16,Earned
9684,2395,0,500,2024-12-20 14:16:18,Signup Bonus
9685,2395,657,1314,2024-04-22 06:53:33,Earned
9686,2395,196,0,2024-10-17 16:37:53,Redeemed
9687,2395,354,0,2024-08-10 11:19:19,Redeemed
9688,2395,432,864,2024-10-09 19:08:09,Earned
9689,2395,145,0,2024-07-16 06:45:01,Redeemed
9690,2396,0,500,2024-05-21 11:36:29,Signup Bonus
9691,2396,1163,2326,2024-06-08 08:43:35,Earned
9692,2397,0,500,2025-01-24 07:41:46,Signup Bonus
9693,2397,1616,3232,2025-02-11 03:58:03,Earned
9694,2397,140,0,2024-06-21 05:51:36,Redeemed
9695,2397,354,0,2024-09-28 23:47:47,Redeemed
9696,2397,1939,3878,2025-02-13 01:53:27,Earned
9697,2397,1808,3616,2024-11-10 13:43:42,Earned
9698,2398,0,500,2024-12-11 06:05:23,Signup Bonus
9699,2398,301,602,2024-05-27 20:54:51,Earned
9700,2399,0,500,2025-01-04 00:29:15,Signup Bonus
9701,2399,379,0,2024-03-28 08:45:12,Redeemed
9702,2399,1822,3644,2024-12-13 14:15:10,Earned
9703,2399,923,1846,2024-10-31 14:33:11,Earned
9704,2400,0,500,2024-12-02 19:50:14,Signup Bonus
9705,2400,446,0,2025-02-23 15:57:53,Redeemed
9706,2400,349,698,2024-10-04 03:27:32,Earned
9707,2400,417,0,2024-07-21 00:17:14,Redeemed
9708,2400,263,0,2024-12-29 18:11:02,Redeemed
9709,2401,0,500,2024-07-02 06:55:33,Signup Bonus
9710,2401,305,0,2024-10-27 23:50:42,Redeemed
9711,2401,886,1772,2024-04-05 19:47:53,Earned
9712,2401,732,1464,2024-09-03 18:55:49,Earned
9713,2401,1542,3084,2024-03-08 04:01:33,Earned
9714,2401,885,1770,2024-04-30 05:04:12,Earned
9715,2402,0,500,2025-01-20 21:41:29,Signup Bonus
9716,2402,420,840,2025-03-04 20:30:15,Earned
9717,2402,1952,3904,2024-04-05 06:49:49,Earned
9718,2402,113,0,2024-04-10 16:27:17,Redeemed
9719,2402,415,0,2024-04-15 18:39:39,Redeemed
9720,2403,0,500,2024-05-04 02:41:07,Signup Bonus
9721,2403,1367,2734,2024-08-28 07:41:03,Earned
9722,2403,1250,2500,2024-06-18 10:19:15,Earned
9723,2403,1795,3590,2024-03-25 15:50:06,Earned
9724,2403,240,0,2024-04-13 08:05:10,Redeemed
9725,2404,0,500,2024-12-24 00:56:42,Signup Bonus
9726,2404,219,0,2024-10-17 14:13:46,Redeemed
9727,2404,264,0,2024-12-26 12:19:10,Redeemed
9728,2404,450,0,2024-03-14 08:04:15,Redeemed
9729,2405,0,500,2024-09-10 06:23:10,Signup Bonus
9730,2405,798,1596,2025-01-04 09:38:50,Earned
9731,2405,670,1340,2025-02-28 08:25:27,Earned
9732,2405,1976,3952,2025-02-14 11:10:16,Earned
9733,2405,447,0,2025-02-12 03:30:33,Redeemed
9734,2406,0,500,2024-04-10 11:51:15,Signup Bonus
9735,2406,416,0,2024-09-15 06:44:25,Redeemed
9736,2406,481,0,2024-03-10 14:33:42,Redeemed
9737,2407,0,500,2024-04-11 07:18:41,Signup Bonus
9738,2407,1680,3360,2024-05-18 11:31:17,Earned
9739,2407,1893,3786,2024-12-23 10:53:28,Earned
9740,2407,261,0,2024-07-13 09:02:36,Redeemed
9741,2407,1914,3828,2024-11-06 12:10:11,Earned
9742,2408,0,500,2024-04-14 10:14:13,Signup Bonus
9743,2408,279,0,2024-04-24 23:57:49,Redeemed
9744,2408,481,0,2024-06-12 03:33:12,Redeemed
9745,2408,669,1338,2024-10-21 01:04:43,Earned
9746,2408,260,0,2024-11-28 02:46:47,Redeemed
9747,2408,1300,2600,2024-11-17 22:23:24,Earned
9748,2409,0,500,2024-07-26 14:00:46,Signup Bonus
9749,2409,1565,3130,2024-08-22 02:45:53,Earned
9750,2409,297,0,2024-08-17 11:45:21,Redeemed
9751,2409,405,0,2024-10-26 21:55:14,Redeemed
9752,2409,1855,3710,2024-05-09 19:23:36,Earned
9753,2410,0,500,2024-05-02 00:43:06,Signup Bonus
9754,2410,311,0,2024-11-10 17:17:20,Redeemed
9755,2410,318,0,2024-08-23 18:38:35,Redeemed
9756,2411,0,500,2024-10-12 07:11:56,Signup Bonus
9757,2411,273,0,2024-04-02 23:20:24,Redeemed
9758,2411,1503,3006,2024-04-02 19:32:09,Earned
9759,2411,320,0,2024-06-30 20:44:01,Redeemed
9760,2411,1908,3816,2024-11-22 05:41:00,Earned
9761,2412,0,500,2024-07-22 16:31:31,Signup Bonus
9762,2412,803,1606,2025-03-06 00:44:58,Earned
9763,2413,0,500,2024-04-29 02:48:40,Signup Bonus
9764,2413,1564,3128,2024-04-22 07:59:00,Earned
9765,2413,623,1246,2024-05-10 23:52:10,Earned
9766,2413,192,384,2024-11-05 08:46:11,Earned
9767,2413,237,0,2024-09-13 15:25:31,Redeemed
9768,2414,0,500,2025-02-03 05:24:34,Signup Bonus
9769,2414,170,0,2025-01-13 21:57:38,Redeemed
9770,2415,0,500,2025-01-01 06:35:54,Signup Bonus
9771,2415,338,0,2024-06-05 16:38:36,Redeemed
9772,2415,271,0,2024-05-28 21:27:24,Redeemed
9773,2415,449,898,2025-03-03 10:53:49,Earned
9774,2415,269,0,2025-02-26 00:02:38,Redeemed
9775,2415,105,0,2024-12-29 16:08:52,Redeemed
9776,2416,0,500,2024-10-09 02:32:37,Signup Bonus
9777,2416,329,658,2025-02-14 18:18:17,Earned
9778,2416,275,0,2024-10-16 00:27:50,Redeemed
9779,2416,127,0,2024-05-13 06:06:15,Redeemed
9780,2417,0,500,2024-05-15 11:56:52,Signup Bonus
9781,2417,1761,3522,2024-11-21 16:26:47,Earned
9782,2417,761,1522,2024-10-29 21:33:12,Earned
9783,2417,185,370,2024-03-25 23:20:54,Earned
9784,2418,0,500,2024-07-12 06:13:39,Signup Bonus
9785,2418,109,0,2024-03-22 02:36:35,Redeemed
9786,2419,0,500,2024-06-06 08:02:00,Signup Bonus
9787,2419,401,0,2024-07-14 15:58:21,Redeemed
9788,2419,477,0,2025-01-02 23:36:09,Redeemed
9789,2420,0,500,2024-05-14 19:51:52,Signup Bonus
9790,2420,871,1742,2024-09-27 18:25:05,Earned
9791,2420,494,988,2024-10-31 03:36:53,Earned
9792,2421,0,500,2024-09-08 11:33:26,Signup Bonus
9793,2421,1044,2088,2024-09-04 13:04:32,Earned
9794,2421,986,1972,2024-07-10 19:45:11,Earned
9795,2422,0,500,2024-12-26 06:07:38,Signup Bonus
9796,2422,137,0,2024-07-09 13:39:55,Redeemed
9797,2423,0,500,2024-08-15 04:54:20,Signup Bonus
9798,2423,157,314,2024-11-18 18:28:10,Earned
9799,2424,0,500,2024-09-16 15:21:12,Signup Bonus
9800,2424,406,0,2024-05-03 05:26:08,Redeemed
9801,2424,831,1662,2025-02-21 04:01:24,Earned
9802,2425,0,500,2024-09-24 01:51:48,Signup Bonus
9803,2425,1703,3406,2024-07-21 17:34:25,Earned
9804,2426,0,500,2024-10-26 15:03:37,Signup Bonus
9805,2426,1044,2088,2024-09-05 08:54:34,Earned
9806,2427,0,500,2024-12-08 12:53:23,Signup Bonus
9807,2427,380,760,2024-10-16 06:11:52,Earned
9808,2427,792,1584,2024-07-12 07:05:25,Earned
9809,2427,688,1376,2024-04-28 04:05:25,Earned
9810,2427,693,1386,2024-06-29 23:37:07,Earned
9811,2428,0,500,2024-08-12 22:32:44,Signup Bonus
9812,2428,155,0,2025-01-08 20:16:16,Redeemed
9813,2429,0,500,2024-12-23 12:17:50,Signup Bonus
9814,2429,756,1512,2025-01-11 12:11:46,Earned
9815,2430,0,500,2024-05-17 08:25:39,Signup Bonus
9816,2430,764,1528,2024-07-14 14:46:31,Earned
9817,2430,696,1392,2024-11-15 12:56:34,Earned
9818,2431,0,500,2024-10-08 11:04:43,Signup Bonus
9819,2431,1759,3518,2024-06-13 23:56:36,Earned
9820,2431,239,0,2024-04-12 07:15:10,Redeemed
9821,2431,1217,2434,2024-05-10 20:00:34,Earned
9822,2431,426,852,2024-12-06 00:42:36,Earned
9823,2432,0,500,2024-08-22 11:34:57,Signup Bonus
9824,2432,450,0,2024-04-05 05:17:27,Redeemed
9825,2432,180,0,2024-11-03 14:14:00,Redeemed
9826,2432,1376,2752,2024-05-21 11:38:11,Earned
9827,2432,195,390,2024-12-14 15:48:53,Earned
9828,2433,0,500,2024-11-30 12:26:50,Signup Bonus
9829,2433,156,0,2025-03-03 16:30:21,Redeemed
9830,2433,470,0,2025-01-07 19:16:12,Redeemed
9831,2433,497,0,2024-12-19 22:15:58,Redeemed
9832,2434,0,500,2024-06-22 10:55:48,Signup Bonus
9833,2434,238,476,2025-02-25 15:51:58,Earned
9834,2434,504,1008,2025-02-18 21:17:31,Earned
9835,2435,0,500,2024-09-09 16:27:24,Signup Bonus
9836,2435,1538,3076,2024-04-24 14:36:33,Earned
9837,2435,491,0,2024-10-09 01:19:15,Redeemed
9838,2435,1290,2580,2024-04-15 22:25:58,Earned
9839,2435,663,1326,2024-03-17 03:32:47,Earned
9840,2435,328,0,2024-11-08 06:22:09,Redeemed
9841,2436,0,500,2024-04-17 19:44:09,Signup Bonus
9842,2436,304,0,2024-11-29 08:22:05,Redeemed
9843,2436,421,0,2024-11-20 12:29:30,Redeemed
9844,2437,0,500,2024-06-14 04:40:38,Signup Bonus
9845,2437,476,0,2024-05-13 03:34:25,Redeemed
9846,2437,395,790,2024-06-02 06:33:25,Earned
9847,2438,0,500,2024-05-19 06:54:05,Signup Bonus
9848,2438,1784,3568,2024-09-29 04:51:59,Earned
9849,2438,313,0,2025-01-19 22:57:57,Redeemed
9850,2438,434,0,2024-04-14 03:41:56,Redeemed
9851,2438,455,0,2024-07-10 08:14:26,Redeemed
9852,2438,441,0,2024-06-22 00:00:32,Redeemed
9853,2439,0,500,2024-10-26 07:29:08,Signup Bonus
9854,2439,1864,3728,2025-01-19 09:18:40,Earned
9855,2440,0,500,2024-07-20 08:10:58,Signup Bonus
9856,2440,538,1076,2024-10-07 15:39:57,Earned
9857,2440,484,0,2024-12-22 06:06:28,Redeemed
9858,2440,217,0,2024-03-29 19:26:31,Redeemed
9859,2441,0,500,2024-08-17 14:18:55,Signup Bonus
9860,2441,255,510,2024-04-02 20:48:05,Earned
9861,2441,300,0,2024-08-27 20:07:07,Redeemed
9862,2441,451,0,2024-04-07 14:14:23,Redeemed
9863,2442,0,500,2024-08-06 20:12:37,Signup Bonus
9864,2442,904,1808,2024-05-08 14:05:16,Earned
