booking_id,user_id,show_id,booking_datetime,total_cost
2556,4135,1848,2025-02-11 15:49:33,600
2557,3637,3767,2025-03-29 08:48:24,859
2558,1576,2409,2025-03-10 23:34:14,941
2559,4241,335,2025-02-26 12:13:56,1000
2560,4091,2210,2025-03-20 18:55:07,903
2561,2734,2469,2025-02-06 04:13:39,800
2562,4621,660,2025-03-06 06:45:51,400
2563,2390,414,2025-02-23 05:02:21,900
2564,2269,3224,2025-03-15 08:44:44,1190
2565,1606,2783,2025-03-11 00:58:53,335
2566,2740,1221,2025-03-17 21:59:54,400
2567,1355,1722,2025-02-13 00:27:06,200
2568,1345,3846,2025-02-06 13:46:27,600
2569,659,3351,2025-03-23 06:02:20,400
2570,4370,634,2025-02-12 00:31:19,1000
2571,2108,223,2025-03-12 18:06:18,441
2572,3485,2532,2025-01-29 23:24:35,200
2573,4972,842,2025-03-16 23:35:12,929
2574,4706,3554,2025-03-10 07:26:26,800
2575,4803,339,2025-03-16 12:53:16,509
2576,1317,3433,2025-01-29 14:52:55,800
2577,3383,2601,2025-03-09 03:35:15,973
2578,797,711,2025-02-15 04:59:29,1154
2579,227,3228,2025-03-07 07:36:21,842
2580,460,1584,2025-02-15 15:21:27,1000
2581,1917,1935,2025-02-06 05:42:11,969
2582,4084,1081,2025-03-18 03:40:15,1077
2583,2722,3649,2025-02-02 10:09:13,755
2584,4828,582,2025-03-06 13:11:31,600
2585,1011,2061,2025-03-05 03:30:13,733
2586,3528,1316,2025-03-23 04:43:27,1161
2587,3360,2947,2025-02-24 06:04:49,1000
2588,2012,3857,2025-03-11 17:18:35,649
2589,2366,3444,2025-03-01 19:45:36,1248
2590,3660,552,2025-02-27 15:22:36,563
2591,4351,2197,2025-02-20 01:31:15,662
2592,1412,1474,2025-03-06 22:39:01,1154
2593,1756,300,2025-03-07 18:34:15,200
2594,652,1111,2025-03-16 10:02:54,1213
2595,660,3766,2025-02-15 09:38:49,400
2596,1675,3809,2025-02-13 05:18:18,919
2597,1128,3099,2025-03-05 02:25:32,561
2598,527,445,2025-03-19 07:24:10,982
2599,2201,231,2025-03-04 22:39:42,1247
2600,1844,765,2025-02-13 07:16:38,800
2601,1092,574,2025-03-27 08:55:16,950
2602,4621,1107,2025-03-24 23:09:55,1000
2603,4400,2561,2025-02-01 23:52:50,200
2604,3939,2759,2025-03-14 18:24:35,538
2605,2172,315,2025-03-27 01:01:07,600
2606,2534,2504,2025-02-15 13:08:05,1000
2607,413,3005,2025-02-15 11:06:34,1000
2608,1754,3770,2025-02-24 09:11:54,739
2609,2890,3502,2025-02-11 09:10:42,879
2610,3628,1588,2025-02-26 00:29:39,800
2611,2996,716,2025-03-27 18:08:17,200
2612,4944,3751,2025-02-13 14:55:48,959
2613,2821,1824,2025-03-22 01:38:14,559
2614,2155,1969,2025-02-28 07:30:41,200
2615,1154,3564,2025-03-05 18:17:25,669
2616,4138,3271,2025-03-12 10:25:51,1479
2617,2253,3940,2025-02-04 12:11:05,573
2618,3103,1089,2025-03-23 05:03:40,1440
2619,3473,1492,2025-02-26 06:47:58,1000
2620,4226,74,2025-02-03 07:56:51,600
2621,261,577,2025-02-13 17:47:40,470
2622,1353,3450,2025-02-26 15:59:47,1091
2623,2421,2120,2025-03-11 16:21:19,1000
2624,27,1335,2025-03-11 20:33:51,1173
2625,3751,850,2025-02-14 05:52:38,745
2626,441,1806,2025-02-04 01:51:00,319
2627,1943,1000,2025-03-05 13:07:30,1153
2628,4242,194,2025-03-07 09:36:21,200
2629,794,1965,2025-02-26 20:01:40,563
2630,4823,3112,2025-02-15 17:20:30,800
2631,4823,1966,2025-03-02 07:20:30,800
2632,4144,3976,2025-03-19 02:48:31,600
2633,1802,2190,2025-02-20 10:13:43,800
2634,428,658,2025-01-30 00:53:23,800
2635,2533,3868,2025-02-01 00:23:02,1167
2636,4843,1745,2025-02-25 19:06:08,800
2637,4904,1434,2025-02-13 05:56:10,400
2638,775,811,2025-03-08 13:22:53,200
2639,122,757,2025-03-21 15:14:15,1000
2640,2829,2763,2025-02-18 23:21:14,800
2641,2773,714,2025-03-23 20:21:04,800
2642,1935,3536,2025-03-07 06:35:25,800
2643,2366,3468,2025-02-22 00:38:23,892
2644,992,3131,2025-02-13 05:48:09,200
2645,4378,1422,2025-03-14 03:19:00,400
2646,3965,699,2025-03-12 08:32:19,1413
2647,2537,3093,2025-02-25 10:07:47,381
2648,4563,742,2025-03-01 09:51:17,1447
2649,2304,2630,2025-03-14 13:27:38,600
2650,4772,2352,2025-02-20 01:35:00,1000
2651,1478,368,2025-03-11 06:01:22,1392
2652,1049,1807,2025-03-06 04:13:45,1400
2653,2990,821,2025-02-22 02:24:16,800
2654,4183,991,2025-02-03 20:16:25,393
2655,4899,1345,2025-01-30 17:16:42,1076
2656,1988,3491,2025-03-28 02:49:12,737
2657,3452,413,2025-02-11 18:17:02,926
2658,3728,975,2025-01-24 07:05:01,200
2659,3350,3505,2025-03-04 04:00:16,400
2660,3055,438,2025-02-08 00:34:12,1001
2661,4969,2858,2025-01-25 19:55:43,200
2662,2682,1389,2025-02-01 16:53:29,400
2663,2898,2019,2025-02-04 14:29:35,1362
2664,3225,230,2025-02-19 08:29:34,1212
2665,3661,90,2025-02-10 01:38:55,521
2666,4018,3168,2025-02-05 18:21:45,1000
2667,4195,3681,2025-03-08 20:09:16,374
2668,3390,2143,2025-03-21 14:22:21,800
2669,1060,2436,2025-02-06 05:08:25,944
2670,4104,665,2025-03-10 10:19:19,1354
2671,2604,370,2025-03-08 18:08:03,573
2672,2618,575,2025-01-24 06:00:36,600
2673,1684,2250,2025-02-07 18:21:08,505
2674,760,2456,2025-02-05 04:54:08,936
2675,4942,2414,2025-02-15 00:58:17,377
2676,4084,248,2025-03-21 03:52:24,1000
2677,4144,3147,2025-03-11 14:39:27,200
2678,3711,2725,2025-02-07 16:07:19,1090
2679,4602,109,2025-02-13 18:03:25,561
2680,767,1751,2025-02-23 07:19:22,1068
2681,1219,2062,2025-03-22 10:16:33,200
2682,588,1165,2025-03-18 06:39:01,440
2683,266,2163,2025-03-19 07:05:58,1212
2684,3955,1980,2025-02-06 20:08:15,400
2685,499,1839,2025-03-17 08:27:46,1030
2686,325,1501,2025-02-04 19:01:08,200
2687,4447,2212,2025-02-26 08:01:12,874
2688,689,1590,2025-02-28 07:24:58,800
2689,3617,1074,2025-02-05 15:45:35,1000
2690,2587,2883,2025-02-18 03:38:37,1176
2691,189,1963,2025-03-19 14:00:38,791
2692,519,2259,2025-03-02 17:27:47,651
2693,77,1890,2025-02-04 04:17:08,200
2694,1719,2716,2025-02-03 11:56:46,600
2695,878,3967,2025-02-21 13:22:36,909
2696,510,1569,2025-03-22 09:49:19,200
2697,801,3057,2025-02-26 21:26:40,1095
2698,431,2567,2025-03-17 00:00:15,1000
2699,2880,273,2025-03-02 05:13:09,600
2700,4557,1553,2025-03-13 15:05:03,780
2701,1251,1685,2025-02-12 13:07:55,409
2702,3684,2900,2025-03-13 04:38:42,622
2703,1978,1095,2025-02-09 02:56:02,1317
2704,2296,3362,2025-03-14 14:54:10,918
2705,2490,1502,2025-02-19 23:06:52,516
2706,640,1709,2025-03-09 05:38:19,404
2707,2320,2653,2025-02-16 19:00:07,400
2708,3207,284,2025-03-21 01:32:13,1033
2709,1285,3141,2025-02-19 21:30:33,556
2710,729,1403,2025-02-04 05:14:10,530
2711,4843,3179,2025-02-26 19:02:16,400
2712,1020,3867,2025-01-30 00:43:42,400
2713,3803,2633,2025-03-18 17:50:07,900
2714,4653,2156,2025-02-14 08:03:56,650
2715,4800,2624,2025-02-15 06:33:38,814
2716,4221,1574,2025-02-16 04:17:40,200
2717,267,390,2025-02-16 16:21:25,1166
2718,2189,3118,2025-01-30 21:28:10,951
2719,3137,1376,2025-03-24 06:14:13,1000
2720,3153,1261,2025-03-24 05:52:31,800
2721,2282,906,2025-03-24 07:15:04,489
2722,72,410,2025-02-03 22:23:02,1049
2723,637,2492,2025-03-10 10:10:54,400
2724,838,2015,2025-03-09 01:49:59,920
2725,4626,3833,2025-02-12 17:30:21,800
2726,3753,678,2025-02-17 10:41:15,1391
2727,4235,1606,2025-02-03 14:18:32,512
2728,2858,3564,2025-03-14 22:17:25,749
2729,2379,2230,2025-03-02 11:02:22,1030
2730,3248,1419,2025-02-16 15:50:22,691
2731,2353,2014,2025-03-18 16:52:50,600
2732,2794,1438,2025-03-12 07:19:38,1038
2733,644,3856,2025-02-25 16:42:12,953
2734,883,3391,2025-01-31 13:18:52,400
2735,808,1503,2025-02-05 19:06:01,800
2736,517,7,2025-02-26 04:27:48,702
2737,1525,3313,2025-02-17 14:24:20,577
2738,1072,1248,2025-03-22 15:35:27,1000
2739,3469,1659,2025-02-09 06:11:27,200
2740,4054,1797,2025-02-19 00:55:14,762
2741,3735,412,2025-02-03 09:51:22,884
2742,199,331,2025-03-28 22:09:33,1000
2743,2252,1738,2025-03-08 04:51:37,1004
2744,2503,3916,2025-03-28 11:30:35,651
2745,1666,1518,2025-02-08 12:01:02,552
2746,4026,3977,2025-03-11 09:13:20,1000
2747,3443,1993,2025-02-18 23:54:18,200
2748,2300,1371,2025-02-19 02:31:24,1000
2749,4473,2044,2025-03-24 23:23:30,800
2750,619,627,2025-01-24 23:41:03,422
2751,1006,674,2025-02-28 23:32:09,1079
2752,1531,2909,2025-01-31 16:05:51,1267
2753,748,735,2025-02-22 16:05:36,400
2754,535,2733,2025-02-04 02:50:19,600
2755,3753,1549,2025-02-21 14:30:37,1060
2756,313,3879,2025-01-27 07:07:13,1074
2757,4114,690,2025-03-17 23:14:55,800
2758,87,2050,2025-03-17 08:57:27,1370
2759,2645,2277,2025-03-14 22:56:40,1161
2760,3989,2004,2025-03-14 13:01:56,1000
2761,2587,1515,2025-03-26 11:01:22,1344
2762,3789,3885,2025-02-22 09:23:57,200
2763,4368,274,2025-03-17 07:00:33,1000
2764,4320,1946,2025-02-17 20:20:44,600
2765,3847,3462,2025-02-17 18:47:24,650
2766,3376,3799,2025-03-04 16:13:02,1089
2767,1738,435,2025-03-06 18:47:30,800
2768,485,752,2025-03-29 04:15:57,563
2769,1389,2026,2025-03-23 15:56:51,872
2770,4981,3677,2025-02-09 20:25:02,800
2771,4624,3428,2025-03-16 00:38:16,1328
2772,93,1760,2025-03-31 03:18:41,200
2773,3222,3442,2025-02-06 09:14:22,959
2774,4623,3510,2025-03-02 03:23:43,400
2775,4586,3478,2025-03-05 19:29:29,600
2776,611,2278,2025-02-22 21:56:17,800
2777,4761,827,2025-02-04 05:48:12,1356
2778,1721,10,2025-03-08 02:22:17,1000
2779,3533,904,2025-02-04 14:49:24,304
2780,3892,3449,2025-03-03 15:47:04,1149
2781,2916,1572,2025-03-04 20:45:29,723
2782,3964,880,2025-02-28 14:33:55,1000
2783,2247,3350,2025-02-07 18:53:27,1059
2784,2774,1373,2025-02-11 15:02:13,662
2785,42,1515,2025-03-19 16:01:22,400
2786,3206,52,2025-03-21 12:45:22,800
2787,2396,3468,2025-03-04 05:38:23,734
2788,2164,2150,2025-01-22 07:16:15,777
2789,2052,3716,2025-01-30 03:31:43,1104
2790,3310,961,2025-03-03 08:08:51,600
2791,2604,150,2025-03-26 01:11:39,958
2792,4985,3214,2025-03-22 17:12:10,937
2793,262,2496,2025-03-18 11:28:50,1486
2794,2165,508,2025-02-18 03:34:09,972
2795,1532,998,2025-02-08 15:21:25,940
2796,2193,3313,2025-02-20 03:24:20,800
2797,1570,418,2025-03-06 02:29:19,1229
2798,4478,2081,2025-02-03 20:57:41,585
2799,429,1306,2025-02-03 06:30:39,677
2800,1914,746,2025-02-02 09:29:37,1000
2801,81,3471,2025-02-03 18:42:47,889
2802,2397,1274,2025-01-28 12:28:25,387
2803,4410,628,2025-02-13 05:29:32,600
2804,2390,836,2025-03-25 02:10:22,1000
2805,3698,2870,2025-02-12 17:39:57,200
2806,4381,2754,2025-02-16 00:55:37,905
2807,447,1584,2025-02-14 07:21:27,600
2808,4175,2411,2025-02-23 09:29:29,600
2809,443,2740,2025-02-17 05:14:52,800
2810,3545,1534,2025-02-01 05:39:25,1079
2811,2191,1642,2025-02-03 00:54:22,1276
2812,4847,1275,2025-02-15 07:16:01,1446
2813,3341,2545,2025-01-24 23:39:57,533
2814,1424,2156,2025-02-17 14:03:56,1195
2815,3453,604,2025-01-21 14:04:51,684
2816,2410,2761,2025-03-17 03:25:43,600
2817,247,968,2025-01-30 22:33:31,691
2818,3361,2371,2025-03-14 04:47:48,908
2819,3037,3742,2025-02-28 09:22:16,822
2820,4587,3895,2025-01-28 08:05:38,400
2821,3934,72,2025-03-13 03:30:32,827
2822,3464,3404,2025-02-08 02:17:01,806
2823,3552,344,2025-01-22 03:07:04,899
2824,339,3,2025-02-15 00:05:50,600
2825,250,2435,2025-02-17 17:10:10,389
2826,3408,1742,2025-02-04 18:58:18,800
2827,1012,2810,2025-03-10 03:44:49,748
2828,1281,3133,2025-03-11 00:41:32,1000
2829,605,3816,2025-02-05 05:19:04,800
2830,2946,928,2025-02-11 12:21:24,700
2831,352,1311,2025-02-06 01:49:18,846
2832,1730,3504,2025-02-15 14:32:15,1000
2833,2031,81,2025-03-09 07:47:32,730
2834,1070,3894,2025-03-10 06:46:56,1000
2835,2739,1375,2025-03-16 11:08:25,400
2836,1417,2191,2025-03-08 15:03:59,1361
2837,3505,2112,2025-03-08 05:51:49,672
2838,1858,3171,2025-03-06 10:58:35,1183
2839,1243,1060,2025-02-04 21:14:46,860
2840,3280,405,2025-02-16 05:36:24,800
2841,3025,2534,2025-03-18 14:25:58,747
2842,4563,3934,2025-03-09 22:43:08,800
2843,1270,708,2025-03-06 14:01:00,800
2844,2795,190,2025-03-06 11:36:39,798
2845,1321,3466,2025-03-02 23:45:32,800
2846,2406,377,2025-02-19 02:45:50,893
2847,4380,1036,2025-03-01 14:05:15,456
2848,603,12,2025-03-05 13:05:09,668
2849,2850,994,2025-02-19 09:25:48,991
2850,2497,230,2025-02-19 20:29:34,903
2851,4054,2628,2025-03-03 18:29:54,800
2852,3006,1421,2025-03-24 11:48:29,800
2853,3654,2458,2025-02-28 14:06:43,662
2854,1808,188,2025-03-18 19:21:33,800
2855,369,3659,2025-03-11 22:32:19,346
2856,2661,900,2025-03-21 02:37:41,600
2857,2080,3284,2025-02-03 06:14:57,200
2858,4621,724,2025-02-26 19:43:04,400
2859,2777,1802,2025-03-07 15:01:34,1000
2860,1472,1761,2025-03-14 04:04:24,1067
2861,3378,3879,2025-01-25 22:07:13,1000
2862,3435,61,2025-02-02 05:53:03,200
2863,4791,2725,2025-02-03 05:07:19,1000
2864,1158,574,2025-03-15 17:55:16,1000
2865,3045,461,2025-01-25 01:12:50,601
2866,2624,3726,2025-01-28 20:00:39,600
2867,3856,1141,2025-03-13 07:37:20,793
2868,4195,3166,2025-02-28 06:30:53,939
2869,3725,3464,2025-03-17 21:30:29,709
2870,649,887,2025-03-16 22:24:29,635
2871,177,467,2025-02-17 01:10:45,1000
2872,4574,741,2025-03-09 22:53:17,831
2873,2297,2025,2025-03-22 18:19:01,694
2874,1093,3762,2025-03-31 04:13:01,400
2875,1394,2090,2025-03-11 01:29:46,920
2876,1776,722,2025-03-01 23:13:24,1000
2877,3444,2829,2025-03-13 02:10:15,619
2878,3644,322,2025-02-25 03:59:36,826
2879,2052,930,2025-01-28 14:45:23,447
2880,1190,1357,2025-02-06 00:00:16,1000
2881,2977,3057,2025-02-18 14:26:40,200
2882,857,305,2025-02-10 01:26:06,719
2883,3712,2688,2025-03-04 17:42:55,1000
2884,603,1557,2025-03-09 13:47:21,1126
2885,4884,3376,2025-03-24 20:27:52,928
2886,3834,321,2025-02-13 23:35:46,795
2887,3958,1457,2025-02-04 07:31:31,977
2888,1588,3756,2025-03-14 14:02:26,923
2889,323,1917,2025-03-26 04:03:59,901
2890,608,3766,2025-02-22 10:38:49,1312
2891,276,3935,2025-02-22 18:04:35,402
2892,1956,2330,2025-02-25 17:49:13,1151
2893,3427,3585,2025-03-27 22:55:25,200
2894,2312,3625,2025-02-07 11:22:40,509
2895,1870,2795,2025-03-11 07:34:51,820
2896,2369,54,2025-03-06 17:32:55,423
2897,2146,516,2025-03-15 07:31:08,400
2898,958,1363,2025-03-22 05:36:46,1156
2899,3623,621,2025-03-08 23:40:50,600
2900,1197,3678,2025-03-01 11:25:43,1000
2901,748,468,2025-03-10 06:09:27,1000
2902,1633,1261,2025-03-22 18:52:31,676
2903,624,69,2025-02-24 15:22:55,1000
2904,4897,802,2025-03-05 21:26:39,600
2905,1553,130,2025-02-12 07:26:57,800
2906,1815,2063,2025-04-03 07:03:13,600
2907,3992,2249,2025-03-21 18:55:17,1196
2908,781,2900,2025-03-19 07:38:42,609
2909,1677,2870,2025-02-04 03:39:57,1000
2910,1652,3856,2025-02-25 14:42:12,600
2911,1112,754,2025-02-05 06:17:19,1108
2912,2795,3271,2025-03-09 07:25:51,1000
2913,4931,3000,2025-02-01 06:05:14,200
2914,4758,2192,2025-03-22 07:09:43,566
2915,699,327,2025-02-13 10:56:51,656
2916,4099,1278,2025-02-15 05:47:04,994
2917,2908,3108,2025-03-27 05:19:46,981
2918,95,3024,2025-02-23 09:03:02,400
2919,610,81,2025-03-02 08:47:32,490
2920,4361,3368,2025-02-27 22:19:18,521
2921,1578,903,2025-03-05 19:02:22,1000
2922,4775,3912,2025-02-26 07:26:00,1261
2923,539,1387,2025-02-25 19:46:11,400
2924,2461,3103,2025-03-15 00:45:21,506
2925,1820,3710,2025-02-25 02:13:00,1203
2926,3208,2522,2025-02-13 19:56:38,400
2927,3811,3607,2025-03-22 00:20:23,1113
2928,57,2063,2025-03-20 20:03:13,1264
2929,4688,1236,2025-03-09 05:31:22,859
2930,1044,1326,2025-02-12 23:51:50,549
2931,3033,2635,2025-02-04 05:37:45,839
2932,3510,2409,2025-03-03 06:34:14,1095
2933,1724,1917,2025-03-27 08:03:59,843
2934,4729,3741,2025-02-19 12:54:48,1084
2935,1677,1129,2025-02-21 11:41:38,400
2936,2034,723,2025-02-07 04:38:20,715
2937,3808,3666,2025-03-17 18:11:15,1047
2938,199,205,2025-03-25 13:24:33,600
2939,4568,3724,2025-02-13 22:31:53,1247
2940,1841,2899,2025-03-21 06:39:10,1020
2941,3188,553,2025-02-11 03:16:00,572
2942,2666,172,2025-02-03 15:43:00,1148
2943,1885,878,2025-03-17 07:36:31,377
2944,3348,2483,2025-01-29 23:50:27,374
2945,4763,3939,2025-03-06 20:50:06,1000
2946,1737,1512,2025-02-25 02:00:17,880
2947,1520,3703,2025-03-25 19:46:52,950
2948,1502,2853,2025-03-30 04:23:20,200
2949,3147,1820,2025-03-30 02:08:33,906
2950,3333,1032,2025-03-11 02:55:58,600
2951,4252,682,2025-03-13 08:23:17,1146
2952,2414,3610,2025-03-16 14:22:15,200
2953,844,3926,2025-02-11 19:45:17,600
2954,1484,521,2025-03-31 00:33:04,400
2955,4035,2496,2025-03-24 14:28:50,1374
2956,2899,1743,2025-02-13 13:13:17,600
2957,345,1269,2025-02-28 15:32:01,800
2958,4377,1069,2025-02-21 10:31:29,200
2959,1939,3357,2025-01-31 06:10:04,1302
2960,4082,772,2025-03-21 06:39:38,200
2961,1493,1331,2025-04-02 16:46:26,1167
2962,458,3034,2025-02-05 22:09:15,1057
2963,422,485,2025-02-25 22:10:28,429
2964,1332,3395,2025-01-24 22:18:41,966
2965,4145,2056,2025-03-07 05:03:42,200
2966,124,3408,2025-03-04 23:37:01,1482
2967,3082,3021,2025-02-08 21:31:36,200
2968,1049,1757,2025-03-24 13:13:31,632
2969,2533,2523,2025-04-03 12:54:55,979
2970,1118,1913,2025-03-05 21:30:34,1331
2971,841,1729,2025-02-04 21:08:38,729
2972,4216,2454,2025-02-27 22:26:56,860
2973,4471,3140,2025-02-18 06:51:13,521
2974,607,1941,2025-02-28 10:39:18,1384
2975,1991,2426,2025-03-31 16:42:29,400
2976,1291,3714,2025-02-18 16:08:26,1140
2977,2967,462,2025-03-22 00:11:51,1371
2978,877,91,2025-03-12 19:23:50,861
2979,2685,969,2025-03-01 06:53:38,600
2980,4768,819,2025-02-18 11:04:48,576
2981,3555,3803,2025-02-04 06:47:53,1000
2982,3312,1800,2025-02-10 02:11:57,1411
2983,1217,1533,2025-02-15 03:30:28,1000
2984,3304,942,2025-03-23 21:20:44,879
2985,734,2815,2025-02-26 08:50:09,1076
2986,85,2170,2025-03-25 23:14:40,873
2987,326,2600,2025-02-01 15:44:16,554
2988,2877,2739,2025-02-20 08:02:33,858
2989,213,2295,2025-03-08 21:49:29,1054
2990,588,1212,2025-03-18 15:42:42,539
2991,1549,2357,2025-02-02 05:58:06,1000
2992,4547,3156,2025-02-22 22:59:34,901
2993,274,1134,2025-01-28 04:02:55,1178
2994,4126,3460,2025-03-18 23:08:00,200
2995,3910,2543,2025-02-27 04:11:05,200
2996,2925,2005,2025-03-04 05:40:49,1163
2997,4225,1840,2025-02-01 19:56:58,676
2998,1308,3295,2025-02-27 21:41:35,1026
2999,4447,810,2025-02-21 17:32:44,604
3000,854,1315,2025-02-21 20:01:48,308
3001,4401,2231,2025-03-24 04:36:56,882
3002,503,3624,2025-02-05 02:01:52,910
3003,473,3630,2025-03-02 17:57:56,1136
3004,2393,2983,2025-03-08 22:26:31,1176
3005,3450,482,2025-02-15 01:43:54,800
3006,2929,3436,2025-02-02 02:33:48,736
3007,10,3912,2025-03-07 08:26:00,405
3008,1538,900,2025-03-16 23:37:41,600
3009,3048,1095,2025-02-06 16:56:02,1230
3010,3238,3212,2025-02-12 05:46:29,400
3011,4981,2344,2025-02-12 07:46:15,556
3012,1800,96,2025-02-11 12:20:09,990
3013,4958,1721,2025-03-03 22:37:28,577
3014,2138,683,2025-01-27 09:29:22,800
3015,2598,2897,2025-03-18 23:35:06,1206
3016,3142,387,2025-02-15 07:48:17,1377
3017,1079,2977,2025-02-19 13:31:07,1000
3018,4085,90,2025-02-07 20:38:55,200
3019,1468,3143,2025-03-12 07:16:51,929
3020,3717,783,2025-02-08 04:51:25,785
3021,1693,401,2025-03-27 01:05:21,548
3022,172,1071,2025-03-15 02:04:51,583
3023,3223,2141,2025-02-27 21:30:43,861
3024,4960,3504,2025-02-23 08:32:15,1000
3025,4331,617,2025-02-15 15:10:38,824
3026,4709,1727,2025-02-14 09:58:21,923
3027,3759,426,2025-03-06 11:51:04,400
3028,427,2155,2025-02-17 14:18:56,400
3029,4064,310,2025-04-01 00:25:36,200
3030,4810,3594,2025-03-30 08:35:51,1292
3031,3307,3489,2025-02-16 20:41:05,1336
3032,337,1750,2025-03-23 09:19:27,627
3033,2877,3953,2025-02-24 16:24:48,820
3034,3467,868,2025-02-06 06:52:42,1462
3035,2407,450,2025-03-01 20:41:39,1400
3036,644,523,2025-02-23 11:03:57,1000
3037,4228,1254,2025-02-14 11:10:31,777
3038,2382,436,2025-03-09 05:49:01,1212
3039,3176,1209,2025-03-02 10:05:03,699
3040,965,3361,2025-02-25 20:46:59,953
3041,1032,946,2025-03-26 14:34:38,1446
3042,119,3934,2025-03-09 03:43:08,600
3043,4775,3571,2025-02-13 02:51:33,987
3044,1880,1973,2025-01-29 15:07:30,1468
3045,4068,3546,2025-03-14 10:49:29,549
3046,918,1837,2025-02-20 08:52:33,1000
3047,4974,3439,2025-03-02 17:47:37,600
3048,203,1399,2025-02-17 21:38:56,312
3049,3611,1847,2025-02-20 08:58:17,945
3050,4263,1256,2025-03-11 22:16:33,400
3051,1588,1021,2025-02-06 22:13:26,944
3052,3592,719,2025-04-02 10:22:35,1247
3053,2097,1154,2025-03-14 00:06:49,200
3054,1403,563,2025-02-19 03:00:53,400
3055,2818,2858,2025-02-06 03:55:43,948
3056,3359,2129,2025-02-21 08:09:10,721
3057,265,1610,2025-02-28 17:42:53,579
3058,4878,2846,2025-02-28 06:15:10,200
3059,3994,2723,2025-03-26 04:44:15,1070
3060,2999,2724,2025-03-10 01:18:24,737
3061,4319,2358,2025-03-16 13:33:10,1281
3062,1097,2551,2025-03-23 08:49:02,373
3063,4713,367,2025-02-11 17:31:32,1030
3064,3830,3033,2025-02-28 03:56:04,959
3065,291,2123,2025-03-28 04:16:20,1185
3066,751,3908,2025-02-18 23:51:14,494
3067,1517,2177,2025-03-29 20:24:20,1451
3068,1942,2830,2025-01-31 09:56:38,1483
3069,3999,2740,2025-02-15 17:14:52,884
3070,4060,1041,2025-02-05 15:26:44,973
3071,4177,3668,2025-02-04 10:18:36,1289
3072,901,2387,2025-02-05 16:41:28,974
3073,2472,2162,2025-03-29 20:17:39,600
3074,1027,455,2025-03-22 08:09:49,879
3075,1612,2757,2025-02-04 04:25:57,600
3076,3440,2813,2025-03-04 14:19:57,800
3077,3586,367,2025-02-23 10:31:32,595
3078,752,1790,2025-03-16 23:56:42,605
3079,3729,3451,2025-02-20 17:41:52,545
3080,1991,285,2025-02-26 10:47:14,1000
3081,1624,189,2025-03-20 13:32:40,698
3082,2481,2934,2025-02-11 01:32:19,494
3083,2767,2730,2025-02-02 05:56:26,1000
3084,2596,2789,2025-03-13 18:47:08,853
3085,2373,3053,2025-02-07 20:51:15,400
3086,4385,3966,2025-03-20 22:17:10,1119
3087,1824,566,2025-02-07 17:49:19,1025
3088,1591,1006,2025-02-20 23:16:29,600
3089,3311,630,2025-03-09 12:56:42,1264
3090,4295,1143,2025-02-08 07:35:40,1019
3091,3358,47,2025-01-25 20:02:38,1064
3092,696,3101,2025-02-07 09:22:39,1000
3093,513,178,2025-03-13 06:26:53,200
3094,1972,849,2025-03-12 01:30:24,600
3095,1667,1588,2025-02-25 21:29:39,200
3096,1249,2310,2025-02-12 05:16:05,200
3097,824,3380,2025-03-15 19:00:39,1000
3098,4500,3478,2025-03-11 11:29:29,800
3099,953,71,2025-03-10 18:46:45,827
3100,3964,1268,2025-02-26 21:23:55,365
3101,4747,1086,2025-02-07 02:08:51,505
3102,1448,2768,2025-01-30 20:30:30,1283
3103,3171,3553,2025-02-08 12:56:49,388
3104,4636,3267,2025-02-20 18:45:37,200
3105,1290,451,2025-03-15 20:23:14,1103
3106,701,3453,2025-02-27 15:53:24,800
3107,1988,529,2025-03-05 23:28:32,400
3108,3457,3969,2025-02-13 17:22:26,706
3109,3040,1206,2025-03-12 20:37:02,200
3110,1413,2733,2025-02-12 15:50:19,759
3111,1905,1927,2025-01-29 21:51:25,200
3112,4802,3210,2025-03-18 00:38:46,1130
3113,689,55,2025-02-15 00:49:55,918
3114,4445,678,2025-02-28 00:41:15,464
3115,4325,1380,2025-03-23 18:04:47,800
3116,3985,1376,2025-03-22 06:14:13,1156
3117,226,2999,2025-03-07 14:01:34,940
3118,889,3229,2025-03-02 04:57:22,1000
3119,1143,3373,2025-02-18 02:49:45,1097
3120,3894,2641,2025-03-21 23:40:17,1000
3121,3494,757,2025-03-13 16:14:15,400
3122,4201,1818,2025-02-05 00:01:56,1190
3123,479,1507,2025-03-09 02:04:12,1010
3124,4347,3532,2025-02-21 05:18:10,1000
3125,4660,2360,2025-03-12 18:43:37,800
3126,4211,3258,2025-03-02 08:58:34,509
3127,1650,2688,2025-03-09 08:42:55,392
3128,1307,3476,2025-03-22 11:49:32,400
3129,4919,972,2025-03-02 04:43:52,307
3130,4709,997,2025-03-03 08:45:31,800
3131,2795,3412,2025-03-06 08:20:44,846
3132,2429,1743,2025-02-16 20:13:17,400
3133,2393,1463,2025-03-16 04:41:41,1084
3134,4556,1295,2025-01-22 07:45:22,400
3135,7,1141,2025-03-08 06:37:20,200
3136,2011,1600,2025-02-24 16:05:54,1266
3137,391,553,2025-02-05 23:16:00,842
3138,3895,1021,2025-02-03 12:13:26,505
3139,425,2563,2025-03-16 17:53:37,400
3140,3716,1210,2025-03-28 20:00:36,800
3141,2494,2180,2025-03-23 16:44:00,1406
